producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,type
Domaine Jacques Prieur,France,Bourgogne,Cote de Beaune,Beaune,,Chardonnay,,,,,,White
Domaine Jacques Prieur,France,Bourgogne,Cote de Beaune,Beaune,,Chardonnay,,,,,,White
Domaine Jacques Prieur,France,Bourgogne,Cote de Beaune,Beaune,,Pinot Noir,,,,,,Red
Domaine Jacques Prieur,France,Bourgogne,Cote de Beaune,Beaune,,Pinot Noir,,,,,,Red
Domaine Jacques Prieur,France,Bourgogne,Cote de Beaune,PulignyMontrachet,,Chardonnay,,,,,,White
Domaine Jacques Prieur,France,Bourgogne,Cote de Beaune,AloxeCorton,,Pinot Noir,,,,,,Red
Domaine Jacques Prieur,France,Bourgogne,Cote de Beaune,,,Chardonnay,,,,,,White
Domaine Jacques Prieur,France,Bourgogne,Cote de Beaune,,,Chardonnay,,,,,,White
Domaine Jacques Prieur,France,Bourgogne,Cote de Beaune,PulignyMontrachet,,Chardonnay,,,,,,White
Domaine Jacques Prieur,France,Bourgogne,Cote de Beaune,PulignyMontrachet,,Chardonnay,,,,,,White
Domaine Jacques Prieur,France,Bourgogne,Cote de Beaune,Volnay,,Pinot Noir,,,,,,Red
Domaine Jacques Prieur,France,Bourgogne,Cote de Beaune,Volnay,,Pinot Noir,,,,,,Red
Domaine Jacques Prieur,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,Red
Domaine Jacques Prieur,France,Bourgogne,Cote de Nuits,Vougeot,,Pinot Noir,,,,,,Red
Domaine Jacques Prieur,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,Red
Domaine Jacques Prieur,France,Bourgogne,Cote de Nuits,Chambolle Musigny,,Pinot Noir,,,,,,Red
Domini Veneti,Italy,Veneto,Bardolino,,,Corvina,Rondinella,Corvina Veronese,,,,Rose
Domini Veneti,Italy,Veneto,Soave,,,Garganega,Trebbiano,Chardonnay,,,,White
Domini Veneti,Italy,Veneto,Soave,,,Garganega,Chardonnay,Trebbiano,,,,White
Domini Veneti,Italy,Veneto,Valpolicella,,,Corvina Veronese,Rondinella,Molinara,,,,Red
Domini Veneti,Italy,Veneto,Valpolicella,,,Corvina Veronese,Corvinone,Rondinella,,,,Red
Domini Veneti,Italy,Veneto,Valpolicella,,,Corvina Veronese,Corvinone,Rondinella,,,,Red
Domini Veneti,Italy,Veneto,Valpolicella,,,Corvina Veronese,Corvinone,Rondinella,,,,Red
Domini Veneti,Italy,Veneto,Valpolicella,,,Corvina,Corvinone,Rondinella,Molinara,,,Red
Domini Veneti,Italy,Veneto,Valpolicella,,,Corvina Veronese,Corvinone,Rondinella,Cabernet Sauvignon,,,Red
Don Sebastiani  Sons,USA,California,,,,Cabernet Sauvignon,,,,,,Red
Don Sebastiani  Sons,USA,California,,,,Merlot,,,,,,Red
Don Sebastiani  Sons,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,Red
Don Sebastiani  Sons,USA,California,Napa County,Napa Valley,,Merlot,,,,,,Red
Don Sebastiani  Sons,USA,California,,,,Cabernet Sauvignon,Syrah & Shiraz,,,,,Red
Don Sebastiani  Sons,USA,California,,,,Chardonnay,,,,,,White
Don Sebastiani  Sons,USA,California,,,,Merlot,,,,,,Red
Don Sebastiani  Sons,USA,California,,,,Syrah & Shiraz,,,,,,Red
Don Sebastiani  Sons,USA,California,,,,Viognier,,,,,,White
Dourthe  Vins  Vignobles Dourthe,France,Bordeaux,,,,Sauvignon blanc,Semillon,,,,,White
Dourthe  Vins  Vignobles Dourthe,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,,,,,Red
Dourthe  Vins  Vignobles Dourthe,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Dourthe  Vins  Vignobles Dourthe,France,Bordeaux,Bordeaux Superieur,,,Merlot,Cabernet Sauvignon,Petit Verdot,,,,Red
Dourthe  Vins  Vignobles Dourthe,France,,,,,Semillon,Colombard,Grenache,Ugni​ blanc,Macabeu,,White
Dourthe  Vins  Vignobles Dourthe,France,Syrah  Shiraz,,,,Grenache,Carignan,Cinsault,,,,Red
Dourthe  Vins  Vignobles Dourthe,France,Bordeaux,,,,Semillon,Sauvignon blanc,,,,,White
Dourthe  Vins  Vignobles Dourthe,France,Bordeaux,Bordeaux Superieur,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Dourthe  Vins  Vignobles Dourthe,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot,,,Red
Dourthe  Vins  Vignobles Dourthe,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,,,,,Red
Dourthe  Vins  Vignobles Dourthe,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,,,,,Red
Dourthe  Vins  Vignobles Dourthe,France,Bordeaux,HautMedoc,,,Cabernet Franc,Merlot,,,,,Red
Dourthe  Vins  Vignobles Dourthe,France,Bordeaux,Medoc,,,Cabernet Sauvignon,Merlot,,,,,Red
Dourthe  Vins  Vignobles Dourthe,France,Bordeaux,Saint Estephe,,,Merlot,Cabernet Sauvignon,Petit Verdot,Cabernet Franc,,,Red
Dourthe  Vins  Vignobles Dourthe,France,Syrah  Shiraz,,,,Grenache Noir,Cinsault,Carignan,,,,Red
Dr zen zen,Germany,Rheinhessen,,,,Silvaner,Pinot Blanc,,,,,White
Echeverria,Chile,Curico Valley,Molina,,,Cabernet Sauvignon,,,,,,Red
Echeverria,Chile,Curico Valley,Molina,,,Carmenere,,,,,,Red
Echeverria,Chile,Curico Valley,Molina,,,Merlot,,,,,,Red
Echeverria,Chile,Curico Valley,Molina,,,Cabernet Sauvignon,,,,,,Red
Echeverria,Chile,Curico Valley,Molina,,,Chardonnay,,,,,,White
Echeverria,Chile,Curico Valley,Molina,,,Chardonnay,,,,,,White
Echeverria,Chile,Central Valley,,,,Merlot,,,,,,Red
Elliot Rocket Estate,USA,California,,,,Cabernet Sauvignon,,,,,,Red
Elliot Rocket Estate,USA,California,Monterey County,Monterey,,Chardonnay,,,,,,White
Geografico,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,,,,,Red
Geografico,Italy,Toscana,Chianti,,,Sangiovese,,,,,,Red
Geografico,Italy,Toscana,Chianti,,,Sangiovese,Colorino,,,,,Red
Geografico,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,,,,,Red
Geografico,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,,,,,Red
Geografico,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,,,,,Red
Geografico,Italy,Toscana,Montalcino,,,Sangiovese,,,,,,Red
Geografico,Italy,Toscana,Montalcino,,,Sangiovese,,,,,,Red
Geografico,Italy,Toscana,Montepulciano,,,Prugnolo Gentile,Canaiolo,Etc,,,,Red
Geografico,Italy,Toscana,Vernaccia di San Gimignano,,,Vernaccia,,,,,,White
Geografico,Italy,Toscana,,,,Trebbiano,Malvasia,Chardonnay,,,,White
Geografico,Italy,Toscana,,,,Sangiovese,Merlot,,,,,Red
Geografico,Italy,Toscana,,,,Merlot,,,,,,Red
Grant Burge,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,,,,,,Red
Grant Burge,Australia,South Australia,Barossa Valley,,,Sauvignon blanc,,,,,,White
Grant Burge,Australia,South Australia,,,,Merlot,,,,,,Red
Grant Burge,Australia,South Australia,,,,Chardonnay,,,,,,White
Grant Burge,Australia,South Australia,,,,Cabernet Sauvignon,,,,,,Red
Bodegas Lagunilla,Spain,Rioja,,,,Tempranillo,Garnacha,,,,,Red
Bodegas Lagunilla,Spain,Rioja,,,,Tempranillo,Garnacha,,,,,Red
Bodegas Lagunilla,Spain,Rioja,,,,Tempranillo,Garnacha,,,,,Red
Bodegas Lagunilla,Spain,Rioja,,,,Tempranillo,Garnacha,,,,,Red
Bodegas Lagunilla,Spain,Rioja,,,,Tempranillo,,,,,,Red
Les Domaines Auriol,France,Southern France,Languedoc Roussillon,,,Grenache,Carignan,Merlot,,,,Red
GCF  GCF Group,France,Bordeaux,Bordeaux Superieur,,,Bordeaux Blend Red,,,,,,Red
GCF  GCF Group,France,Bordeaux,,,,Semillon,Sauvignon blanc,,,,,White
GCF  GCF Group,France,Bordeaux,Bordeaux Superieur,,,Cabernet Sauvignon,Merlot,,,,,Red
GCF  GCF Group,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,,,,,Red
GCF  GCF Group,France,Bordeaux,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,Red
GCF  GCF Group,France,Bordeaux,SaintEmilion Grand Cru,,,Bordeaux Blend Red,,,,,,Red
GCF  GCF Group,France,,,,,Semillon,Sauvignon blanc,Muscadet,,,,White
GCF  GCF Group,France,Bordeaux,Premieres Cotes de Blaye,,,Cabernet Sauvignon,Merlot,,,,,Red
Manischewitz,USA,New York State,,,,Concord,,,,,,Red
Manischewitz,USA,New York State,,,,Concord,,,,,,Red
Marques de Monistrol,Spain,Penedes,,,,Tempranillo,Cabernet Sauvignon,,,,,Red
Marques de Monistrol,Spain,Penedes,,,,Cabernet Sauvignon,Merlot,Tempranillo,,,,Red
Marques de Monistrol,Spain,Penedes,,,,Tempranillo,Merlot,,,,,Rose
Marques de Monistrol,Spain,Penedes,,,,Cabernet Sauvignon,Merlot,,,,,Red
Pillitteri Estate,Canada,,,,,Vidal,,,,,,White
Pillitteri Estate,Canada,Cabernet Franc,,,,,,,,,,Red
Pillitteri Estate,Canada,Cabernet Franc,,,,,,,,,,Red
Pillitteri Estate,Canada,Cabernet Sauvignon,,,,,,,,,,Red
Pillitteri Estate,Canada,,,,,Merlot,,,,,,Red
Pillitteri Estate,Canada,,,,,Merlot,,,,,,Red
Pillitteri Estate,Canada,,,,,Riesling,,,,,,White
Pillitteri Estate,Canada,,,,,Riesling,,,,,,Sparkling
Pillitteri Estate,Canada,,,,,Vidal,,,,,,White
Sebastiani,USA,California,Sonoma County,Alexander Valley,,Cabernet Sauvignon,,,,,,Red
Sebastiani,USA,California,Sonoma County,Alexander Valley,,Merlot,Cabernet Sauvignon,Malbec,Petit Verdot,,,Red
Sebastiani,USA,California,Sonoma County,,,Cabernet Sauvignon,Merlot,Cabernet Franc,Barbera,Zinfandel,,Red
Sebastiani,USA,California,Sonoma County,,,Chardonnay,,,,,,White
Sebastiani,USA,California,Sonoma County,,,Merlot,,,,,,Red
Settesoli,Italy,Sicilia,,,,Cabernet Sauvignon,,,,,,Red
Talus,USA,California,,,,Cabernet Sauvignon,,,,,,Red
Talus,USA,California,,,,Merlot,,,,,,Red
Talus,USA,California,,,,Syrah & Shiraz,,,,,,Red
Chateau Belgrave Grand Cru Classe5th Cru,France,Bordeaux,HautMedoc,,,Cabernet Sauvignon,Merlot,Petit Verdot,,,,Red
Trivento Bodegas y Vinedos,Argentina,Mendoza,,,,Cabernet Sauvignon,Merlot,,,,,Red
Trivento Bodegas y Vinedos,Argentina,Mendoza,,,,Cabernet Sauvignon,Merlot,,,,,Red
Trivento Bodegas y Vinedos,Argentina,Mendoza,,,,Syrah & Shiraz,Malbec,,,,,Red
Trivento Bodegas y Vinedos,Argentina,Mendoza,,,,Malbec,,,,,,Red
Trivento Bodegas y Vinedos,Argentina,Mendoza,,,,Syrah & Shiraz,,,,,,Red
Trivento Bodegas y Vinedos,Argentina,Mendoza,,,,Malbec,,,,,,Red
Trivento Bodegas y Vinedos,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,Red
Trivento Bodegas y Vinedos,Argentina,Mendoza,,,,Malbec,Petit Verdot,,,,,Red
Trivento Bodegas y Vinedos,Argentina,Mendoza,,,,Merlot,Syrah & Shiraz,,,,,Red
Trivento Bodegas y Vinedos,Argentina,Mendoza,,,,Tempranillo,,,,,,Red
Vendange,USA,California,,,,Cabernet Sauvignon,,,,,,Red
Vendange,USA,California,,,,Merlot,,,,,,Red
Vendange,USA,California,,,,Zinfandel,,,,,,Rose
Vina Bisquertt,Chile,Rapel Valley,,,,Cabernet Sauvignon,,,,,,Red
Vina Bisquertt,Chile,Rapel Valley,,,,Carmenere,,,,,,Red
Vina Bisquertt,Chile,Rapel Valley,,,,Chardonnay,,,,,,White
Vina Bisquertt,Chile,Rapel Valley,,,,Merlot,,,,,,Red
Vina Bisquertt,Chile,Rapel Valley,,,,Cabernet Sauvignon,,,,,,Red
Vina Bisquertt,Chile,Rapel Valley,,,,Chardonnay,,,,,,White
Vina Bisquertt,Chile,Rapel Valley,,,,Malbec,,,,,,Red
Vina Bisquertt,Chile,Rapel Valley,,,,Merlot,,,,,,Red
Wynns Coonawarra Estate,Australia,South Australia,Coonawarra,,,Cabernet Sauvignon,,,,,,Red
Wynns Coonawarra Estate,Australia,South Australia,Coonawarra,,,Cabernet Sauvignon,Syrah & Shiraz,Merlot,,,,Red
Wynns Coonawarra Estate,Australia,South Australia,Coonawarra,,,Chardonnay,,,,,,White
Chateau Dauzac Grand Cru Classe5th Cru,France,Bordeaux,Margaux,,,Cabernet Sauvignon,Merlot,,,,,Red
Clos de los Siete,Argentina,Mendoza,Uco Valley,,,Malbec,Merlot,Cabernet Sauvignon,Syrah & Shiraz,Cabernet Franc,Petit Verdot,Red
Altesino,Italy,Toscana,Montalcino,,,Sangiovese,,,,,,Red
Altesino,Italy,Toscana,Montalcino,,,Sangiovese,,,,,,Red
Altesino,Italy,Toscana,,,,Sangiovese,Cabernet Sauvignon,,,,,Red
Altesino,Italy,Toscana,,,,Blend,,,,,,White
Altesino,Italy,Toscana,,,,Chardonnay,Vermentino,Viognier,,,,White
Anselmi,Italy,Veneto,,,,Garganega,Chardonnay,,,,,White
Anselmi,Italy,Veneto,,,,Cabernet Sauvignon,,,,,,Red
Anselmi,Italy,Veneto,,,,Garganega,Trebbiano,Chardonnay,,,,White
Barokes,Australia,South Australia,,,,Cabernet Sauvignon,Syrah & Shiraz,Merlot,,,,Sparkling
Barokes,Australia,South Australia,,,,Blend,,,,,,Sparkling
Barokes,Australia,South Australia,,,,Chardonnay,Semillon,,,,,Sparkling
Barokes,Australia,South Australia,,,,Cabernet Sauvignon,Syrah & Shiraz,Merlot,,,,Sparkling
Barokes,Australia,South Australia,,,,Blend,,,,,,Rose
Barokes,Australia,South Australia,,,,Chardonnay,Semillon,,,,,Sparkling
Barone Ricasoli,Italy,Toscana,Chianti,,,Sangiovese,,,,,,Red
Barone Ricasoli,Italy,Toscana,,,,Sangiovese,,,,,,Red
Barone Ricasoli,Italy,Toscana,,,,Sangiovese,Merlot,,,,,Red
Barone Ricasoli,Italy,Toscana,Chianti,,,Sangiovese,Cabernet Sauvignon,Merlot,,,,Red
Barone Ricasoli,Italy,Toscana,,,,Sangiovese,,,,,,Red
Blandys Madeira,Portugal,Madeira,,,,Bual,Malmsey,,,,,Fortified
Blandys Madeira,Portugal,Madeira,,,,Tinta Negra Mole,,,,,,Fortified
Brown Brothers,Australia,Victoria,,,,Chardonnay,,,,,,White
Brown Brothers,Australia,Victoria,,,,Orange Muscat,Flora,,,,,White
Brown Brothers,Australia,Victoria,,,,Merlot,,,,,,Red
Brown Brothers,Australia,Victoria,,,,Syrah & Shiraz,,,,,,Red
Brown Brothers,Australia,Victoria,King Valley,,,Cabernet Sauvignon,,,,,,Red
Brown Brothers,Australia,Victoria,Yarra Valley,,,Chardonnay,,,,,,White
Brown Brothers,Australia,Victoria,,,,Syrah & Shiraz,,,,,,Red
CFGV,France,,,,,Muscat,,,,,,Sparkling
CFGV,France,Ugni blanc,,,,,,,,,,Sparkling
CFGV,France,Ugni blanc,,,,,,,,,,Sparkling
Cadel Bosco Cadel Bosco,Italy,Lombardia,Franciacorta,,,Chardonnay,Pinot Bianco,Pinot Nero,,,,Sparkling
Cadel Bosco Cadel Bosco,Italy,Lombardia,,,,Chardonnay,Pinot Bianco,,,,,White
Campo Viejo,Spain,Rioja,,,,Macabeo,Xarel.lo,Parellada,,,,Sparkling
Campo Viejo,Spain,Rioja,,,,Tempranillo,,,,,,Red
Campo Viejo,Spain,Rioja,,,,Tempranillo,Garnacha,Mazuelo,,,,Red
Campo Viejo,Spain,Rioja,,,,Viura,,,,,,White
Castello di Ama,Italy,Toscana,Chianti,,,Sangiovese,Malvasia nera,Merlot,,,,Red
Castello di Ama,Italy,Toscana,,,,Chardonnay,,,,,,White
Castello di Ama,Italy,Toscana,,,,Merlot,,,,,,Red
Castello di Ama,Italy,Toscana,,,,Sangiovese,Merlot,,,,,Rose
Castello di Ama,Italy,Toscana,Chianti,,,Sangiovese,Malvasia nera,,,,,Red
Ceretto,Italy,Piemonte,Alba,,,Dolcetto,,,,,,Red
Ceretto,Italy,Piemonte,Barbaresco,,,Nebbiolo,,,,,,Red
Ceretto,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,Red
Ceretto,Italy,Piemonte,Langhe,,,Arneis,,,,,,White
Chakana,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,Red
Chakana,Argentina,Mendoza,,,,Cabernet Sauvignon,Malbec,Petit Verdot,,,,Red
Chakana,Argentina,Mendoza,,,,Malbec,Tannat,,,,,Red
Chakana,Argentina,Mendoza,,,,Malbec,,,,,,Red
Chateau Belair Monange 1st Grand Cru Classe B,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Franc,,,,,Red
Chateau Clotre Lescours,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Chateau de Fesles,France,Loire,AnjouSaumur,Anjou,,Chenin Blanc,,,,,,White
Chateau de Fesles,France,Loire,AnjouSaumur,Bonnezeaux,,Chenin Blanc,,,,,,White
Chateau Godeau,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Chateau La Conseillante,France,Bordeaux,Pomerol,,,Merlot,Cabernet Franc,,,,,Red
Chateau La Fleur Petrus,France,Bordeaux,Pomerol,,,Merlot,Cabernet Franc,,,,,Red
Chateau Latour A Pomerol,France,Bordeaux,Pomerol,,,Merlot,Cabernet Franc,,,,,Red
Chateau Magdelaine,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Franc,,,,,Red
Chateau Maillet,France,Bordeaux,Pomerol,,,Merlot,Cabernet Franc,,,,,Red
Chateau Mazeris,France,Bordeaux,Canon Fronsac,,,Merlot,Cabernet Franc,,,,,Red
Chateau Petrus,France,Bordeaux,Pomerol,,,Merlot,,,,,,Red
Chateau Picque Caillou,France,Bordeaux,,,,Sauvignon blanc,Semillon,,,,,White
Chateau Plince,France,Bordeaux,Pomerol,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,Red
Chateau Puyblanquet,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,Red
Chateau Saint Brice,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Franc,,,,,Red
Chateau Trotanoy,France,Bordeaux,Pomerol,,,Merlot,Cabernet Franc,,,,,Red
Clos du Bois,USA,California,Sonoma County,,,Cabernet Sauvignon,Cabernet Franc,,,,,Red
Clos du Bois,USA,California,,,,Chardonnay,,,,,,White
Clos du Bois,USA,California,Sonoma County,,,Merlot,Malbec,,,,,Red
Clos du Bois,USA,California,Sonoma County,Alexander Valley,,Cabernet Sauvignon,,,,,,Red
Clos du Bois,USA,California,Sonoma County,,,Merlot,Cabernet Sauvignon,Malbec,,,,Red
Clos du Bois,USA,California,,,,Syrah & Shiraz,Cabernet Sauvignon,,,,,Red
Dr H Thanisch,Germany,MoselSaarRuwer,,,,Riesling,,,,,,White
Dr H Thanisch,Germany,MoselSaarRuwer,,,,Riesling,,,,,,White
Dr H Thanisch,Germany,MoselSaarRuwer,,,,Riesling,,,,,,White
Dr H Thanisch,Germany,MoselSaarRuwer,,,,Riesling,,,,,,White
Dr H Thanisch,Germany,MoselSaarRuwer,,,,Riesling,,,,,,White
Dr H Thanisch,Germany,MoselSaarRuwer,,,,Riesling,,,,,,White
Gerard Bertrand,France,Southern France,Languedoc Roussillon,Corbieres,,Syrah & Shiraz,Grenache,mourvedre,,,,Red
Gerard Bertrand,France,Southern France,Languedoc Roussillon,Minervois,,Syrah & Shiraz,Carignan,,,,,Red
Gerard Bertrand,France,Southern France,Languedoc Roussillon,,,Sauvignon blanc,Chardonnay,Viognier,Grenache Blanc,,,White
Gerard Bertrand,France,Southern France,Languedoc Roussillon,,,Syrah & Shiraz,Grenache,Merlot,,,,Red
Gerard Bertrand,France,Southern France,Languedoc Roussillon,,,Cabernet Sauvignon,,,,,,Red
Gerard Bertrand,France,Southern France,Languedoc Roussillon,,,Muscat Blanc Petits Grains,Muscat d'Alexandrie,,,,,White
Gerard Bertrand,France,Southern France,Languedoc Roussillon,,,Syrah & Shiraz,,,,,,Red
Grahams Port,Portugal,Porto,,,,Touriga Nacional,Tinta Barroca,Touriga Franca,Tinta Roriz,,,Fortified
Grahams Port,Portugal,Porto,,,,Touriga Nacional,Tinta Barroca,Touriga Franca,Tinta Roriz,,,Fortified
Grahams Port,Portugal,Porto,,,,Touriga Nacional,Tinta Barroca,Touriga Franca,Tinta Roriz,,,Fortified
Grahams Port,Portugal,Porto,,,,Touriga Nacional,Tinta Barroca,Touriga Franca,Tinta Roriz,,,Fortified
Haywood,USA,California,,,,Cabernet Sauvignon,,,,,,Red
Haywood,USA,California,,,,Chardonnay,,,,,,White
Haywood,USA,California,,,,Merlot,,,,,,Red
Isole e Olena,Italy,Toscana,,,,Sangiovese,,,,,,Red
Isole e Olena,Italy,Toscana,,,,Cabernet Sauvignon,,,,,,Red
Les Vins Skalli,France,Southern France,Languedoc Roussillon,Corbieres,,Carignan,Syrah & Shiraz,,,,,Red
Les Vins Skalli,France,Southern France,Languedoc Roussillon,Minervois,,Syrah & Shiraz,Grenache,,,,,Red
Les Vins Skalli,France,Southern France,Languedoc Roussillon,,,Cabernet Sauvignon,,,,,,Red
Les Vins Skalli,France,Southern France,Languedoc Roussillon,,,Chardonnay,,,,,,White
Les Vins Skalli,France,Southern France,Languedoc Roussillon,,,Merlot,,,,,,Red
Les Vins Skalli,France,Southern France,Languedoc Roussillon,,,Sauvignon blanc,,,,,,White
Les Vins Skalli,France,Southern France,Languedoc Roussillon,,,Syrah & Shiraz,,,,,,Red
Les Vins Skalli,France,Southern France,Languedoc Roussillon,,,Syrah & Shiraz,,,,,,Rose
Les Vins Skalli,France,Southern France,Languedoc Roussillon,,,Cabernet Sauvignon,,,,,,Red
Les Vins Skalli,France,Southern France,Languedoc Roussillon,,,Chardonnay,,,,,,White
Les Vins Skalli,France,Southern France,Languedoc Roussillon,,,Merlot,,,,,,Red
Louis Jadot,France,Bourgogne,Beaujolais,,,Gamay,,,,,,Red
Louis Jadot,France,Bourgogne,Beaujolais,Morgon,,Gamay,,,,,,Red
Louis Jadot,France,Bourgogne,Beaujolais,MoulinaVent,,Gamay,,,,,,Red
Louis Jadot,France,Bourgogne,Chablis,,,Chardonnay,,,,,,White
Louis Jadot,France,Bourgogne,Chablis,,,Chardonnay,,,,,,White
Louis Jadot,France,Bourgogne,Chablis,,,Chardonnay,,,,,,White
Louis Jadot,France,Bourgogne,Chablis,,,Chardonnay,,,,,,White
Louis Jadot,France,Bourgogne,,,,Aligote,,,,,,White
Louis Jadot,France,Bourgogne,Cote de Beaune,AloxeCorton,,Pinot Noir,,,,,,Red
Louis Jadot,France,Bourgogne,Cote de Beaune,AloxeCorton,,Chardonnay,,,,,,White
Louis Jadot,France,Bourgogne,Cote de Beaune,,,Chardonnay,,,,,,White
Louis Jadot,France,Bourgogne,Cote de Beaune,Pommard,,Pinot Noir,,,,,,Red
Louis Jadot,France,Bourgogne,Cote de Beaune,PulignyMontrachet,,Chardonnay,,,,,,White
Louis Jadot,France,Bourgogne,Cote de Nuits,Chambolle Musigny,,Pinot Noir,,,,,,Red
Louis Jadot,France,Bourgogne,Cote de Nuits,Vougeot,,Pinot Noir,,,,,,Red
Louis Jadot,France,Bourgogne,Maconnais,MaconVillages,,Chardonnay,,,,,,White
Louis Jadot,France,Bourgogne,Maconnais,PouillyFuisse,,Chardonnay,,,,,,White
Magnotta,Canada,Bear River,Niagara Peninsula,,,Vidal,,,,,,White
Maison Bouachon,France,Rhone,ChateauneufduPape,,,Black Grenache,Syrah & Shiraz,mourvedre,,,,Red
Maison Bouachon,France,Rhone,Cotes du Rhone,,,Grenache Blanc,Viognier,,,,,White
Maison Bouachon,France,Rhone,Cotes du Rhone,,,Black Grenache,Syrah & Shiraz,mourvedre,,,,Red
Maison Bouachon,France,Rhone,CrozesHermitage,,,Syrah & Shiraz,,,,,,Red
Maison Bouachon,France,Rhone,Gigondas,,,Black Grenache,Syrah & Shiraz,,,,,Red
Maison Hebrard,France,Bordeaux,Cotes de Bourg,,,Merlot,Cabernet Sauvignon,Malbec,,,,Red
Maison Hebrard,France,Bordeaux,,,,Muscadet,Semillon,Sauvignon blanc,,,,White
Maison Hebrard,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Maison Hebrard,France,Bordeaux,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,Red
Maison Hebrard,France,Bordeaux,Margaux,,,Merlot,Cabernet Sauvignon,Cabernet Franc,Petit Verdot,,,Red
Maison Hebrard,France,Bordeaux,Medoc,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Maison Hebrard,France,Bordeaux,SaintEmilion,,,Merlot,Cabernet Franc,,,,,Red
Maison Hebrard,France,Bordeaux,Sauternes,,,Semillon,Sauvignon blanc,,,,,White
Merryvale Vineyards,USA,California,Napa County,Napa Valley,,Chardonnay,,,,,,White
Merryvale Vineyards,USA,California,Napa County,Oakville,,Cabernet Sauvignon,,,,,,Red
Merryvale Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,,,,,Red
Merryvale Vineyards,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Sauvignon,,,,,Red
Merryvale Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Petit Verdot,Cabernet Franc,,,,Red
Merryvale Vineyards,USA,California,Napa County,Napa Valley,,Chardonnay,,,,,,White
Merryvale Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,Red
Merryvale Vineyards,USA,California,Napa County,Napa Valley,,Chardonnay,,,,,,White
Merryvale Vineyards,USA,California,Napa County,Napa Valley,,Sauvignon blanc,Semillon,,,,,White
ZGM ZGM Zimmermman Graeff  Muller,Germany,,,,,Silvaner,,,,,,White
ZGM ZGM Zimmermman Graeff  Muller,Germany,,,,,Riesling,,,,,,White
ZGM ZGM Zimmermman Graeff  Muller,Germany,Rheinhessen,,,,Riesling,Muller Thurgau,,,,,White
Penfolds,Australia,South Australia,Coonawarra,,,Syrah & Shiraz,,,,,,Red
Penfolds,Australia,South Australia,,,,Syrah & Shiraz,Mataro,,,,,Red
Penfolds,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,,,,,,Red
Penfolds,Australia,South Australia,Barossa Valley,,,Cabernet Sauvignon,Syrah & Shiraz,,,,,Red
Penfolds,Australia,South Australia,,,,Cabernet Sauvignon,,,,,,Red
Penfolds,Australia,South Australia,,,,Cabernet Sauvignon,,,,,,Red
Penfolds,Australia,South Australia,Barossa Valley,,,Cabernet Sauvignon,Syrah & Shiraz,,,,,Red
